"story_id","status","nl","folio_gold_fol","siv_extraction_view","siv_tests","siv_translation","folio_gold_score","siv_translation_score"
"217","evaluated","If George can compose and wants to compose, he will compose.","(WantToCompose(george) ∧ CanCompose(george)) → WillCompose(george)","[reconstructed from report — not raw extraction]
top_formula_case: connective
structural_class: ground_instance
canonical_fol: ((CanCompose(george) & WantsToCompose(george)) -> WillCompose(george))","[positive|entailed] ((CanCompose(george) & WantsToCompose(george)) -> WillCompose(george))
[contrastive|no_contrastives] ","((CanCompose(george) & WantsToCompose(george)) -> WillCompose(george))","recall=0.00 precision=n/a f1=n/a (P:0/1 C:0/0)","recall=1.00 precision=n/a f1=n/a (P:1/1 C:0/0)"
"292","evaluated","A hawk never swims.","∀x (Hawk(x) → ¬Swim(x))","[reconstructed from report — not raw extraction]
top_formula_case: quantification
structural_class: simple_universal
canonical_fol: all x.(Hawk(x) -> -Swims(x))","[positive|entailed] all v0.(Hawk(v0) -> -Swims(v0))
[contrastive|not_entailed] all x.(-Hawk(x) -> -Swims(x))
[contrastive|not_entailed] all x.(Hawk(x) -> Swims(x))
[contrastive|not_entailed] all x.(-Swims(x))","all x.(Hawk(x) -> -Swims(x))","recall=0.00 precision=1.00 f1=0.00 (P:0/1 C:3/3)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:3/3)"
"292","evaluated","Some birds are hawks.","∃x ∃y (Bird(x) ∧ Bird(y) ∧ Hawk(x) ∧ Hawk(y) ∧ ¬(x=y))","[reconstructed from report — not raw extraction]
top_formula_case: quantification
structural_class: simple_existential
canonical_fol: exists x.(Bird(x) & Hawk(x))","[positive|entailed] exists v0.(Bird(v0) & Hawk(v0))
[positive|entailed] exists v0.(Bird(v0))
[contrastive|no_contrastives] ","exists x.(Bird(x) & Hawk(x))","recall=1.00 precision=n/a f1=n/a (P:2/2 C:0/0)","recall=1.00 precision=n/a f1=n/a (P:2/2 C:0/0)"
"318","evaluated","Some show airing at 8 pm on Monday gives out roses on TV.","∃x (Show(x) ∧ AiringAtOn(x, 8PMMonday) ∧ GivenOutOn(x, rose, tV))","[reconstructed from report — not raw extraction]
top_formula_case: quantification
structural_class: existential_compound_nucleus
canonical_fol: exists x.((Show(x) & AiringAt(x, 8PmMonday)) & GivesOutRosesOnTV(x))","[positive|unknown] exists v0.((Show(v0) & AiringAt(v0,8PmMonday)) & GivesOutRosesOnTV(v0))
[positive|unknown] exists v0.(Show(v0))
[positive|unknown] exists v0.(AiringAt(v0,8PmMonday))
[contrastive|no_contrastives] ","exists x.((Show(x) & AiringAt(x, 8PmMonday)) & GivesOutRosesOnTV(x))","recall=0.00 precision=n/a f1=n/a (P:0/3 C:0/0)","recall=0.00 precision=n/a f1=n/a (P:0/3 C:0/0)"
"318","evaluated","If a show gives out roses on TV, then the show is an episode of The Bachelor.","∀x (Show(x) ∧ GivenOutOnAt(rose, tV, x) → TheBachelor(x))","[reconstructed from report — not raw extraction]
top_formula_case: quantification
structural_class: simple_universal
canonical_fol: all x.(Show(x) -> (GivesOutRosesOnTV(x) -> EpisodeOfTheBachelor(x)))","[positive|entailed] all v0.(Show(v0) -> (GivesOutRosesOnTV(v0) -> EpisodeOfTheBachelor(v0)))
[contrastive|not_entailed] all x.(Show(x) -> -((GivesOutRosesOnTV(x) -> EpisodeOfTheBachelor(x))))","all x.(Show(x) -> (GivesOutRosesOnTV(x) -> EpisodeOfTheBachelor(x)))","recall=0.00 precision=1.00 f1=0.00 (P:0/1 C:1/1)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)"
"318","evaluated","The Bachelor portrays the lives of real people.","∀x (TheBachelor(x) → Portray(x, lifeOfRealPeople))","[reconstructed from report — not raw extraction]
top_formula_case: quantification
structural_class: existential_compound_nucleus
canonical_fol: exists x.((Person(x) & Real(x)) & PortraysLivesOf(theBachelor, x))","[positive|entailed] exists v0.((Person(v0) & Real(v0)) & PortraysLivesOf(theBachelor,v0))
[positive|entailed] exists v0.(Person(v0))
[positive|entailed] exists v0.(Real(v0))
[contrastive|no_contrastives] ","exists x.((Person(x) & Real(x)) & PortraysLivesOf(theBachelor, x))","recall=0.67 precision=n/a f1=n/a (P:2/3 C:0/0)","recall=1.00 precision=n/a f1=n/a (P:3/3 C:0/0)"
"318","evaluated","All shows portraying the lives of real people are reality TV shows.","∀x (Portray(x, liveOfRealPeople) → RealityTVShow(x))","[reconstructed from report — not raw extraction]
top_formula_case: quantification
structural_class: compound_restrictor_universal
canonical_fol: all x.((Show(x) & PortrayLivesOfRealPeople(x)) -> RealityTVShow(x))","[positive|entailed] all v0.((Show(v0) & PortrayLivesOfRealPeople(v0)) -> RealityTVShow(v0))
[contrastive|not_entailed] all x.((Show(x) & PortrayLivesOfRealPeople(x)) -> -RealityTVShow(x))","all x.((Show(x) & PortrayLivesOfRealPeople(x)) -> RealityTVShow(x))","recall=0.00 precision=1.00 f1=0.00 (P:0/1 C:1/1)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)"
"318","evaluated","Breaking Bad is a show.","Show(breakingBad)","[reconstructed from report — not raw extraction]
top_formula_case: atomic
structural_class: ground_instance
canonical_fol: Show(breakingBad)","[positive|entailed] Show(breakingBad)
[contrastive|not_entailed] -Show(breakingBad)","Show(breakingBad)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)"
"318","evaluated","Breaking Bad is not a reality TV show.","¬RealityTVShow(breakingBad)","[reconstructed from report — not raw extraction]
top_formula_case: atomic
structural_class: ground_instance
canonical_fol: -RealityTVShow(breakingBad)","[positive|entailed] -RealityTVShow(breakingBad)
[contrastive|not_entailed] RealityTVShow(breakingBad)","-RealityTVShow(breakingBad)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)"
"107","evaluated","Heinrich Schmidt was a German politician.","German(heinrichSchmidt) ∧ Politician(heinrichSchmidt)","[reconstructed from report — not raw extraction]
top_formula_case: atomic
structural_class: ground_instance
canonical_fol: GermanPolitician(heinrichSchmidt)","[positive|entailed] GermanPolitician(heinrichSchmidt)
[contrastive|not_entailed] -GermanPolitician(heinrichSchmidt)","GermanPolitician(heinrichSchmidt)","recall=0.00 precision=1.00 f1=0.00 (P:0/1 C:1/1)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)"
"107","evaluated","Heinrich Schmidt was also a member of the Prussian State Parliament and the Nazi Reichstag.","Member(heinrichSchmidt, prussianStateParliament) ∧ Member(heinrichSchmidt, naziReichstag)","[reconstructed from report — not raw extraction]
top_formula_case: connective
structural_class: ground_instance
canonical_fol: (MemberOf(heinrich, prussianStateParliament) & MemberOf(heinrich, naziReichstag))","[positive|entailed] (MemberOf(heinrich,prussianStateParliament) & MemberOf(heinrich,naziReichstag))
[positive|entailed] MemberOf(heinrich,prussianStateParliament)
[positive|entailed] MemberOf(heinrich,naziReichstag)
[contrastive|not_entailed] (-MemberOf(heinrich, prussianStateParliament) & MemberOf(heinrich, naziReichstag))
[contrastive|not_entailed] (MemberOf(heinrich, prussianStateParliament) & -MemberOf(heinrich, naziReichstag))","(MemberOf(heinrich, prussianStateParliament) & MemberOf(heinrich, naziReichstag))","recall=0.00 precision=1.00 f1=0.00 (P:0/3 C:2/2)","recall=1.00 precision=1.00 f1=1.00 (P:3/3 C:2/2)"
"386","evaluated","Severe cancers are deadly diseases.","∀x (SevereCancer(x) → DeadlyDiseases(x))","[reconstructed from report — not raw extraction]
top_formula_case: quantification
structural_class: simple_universal
canonical_fol: all x.(SevereCancer(x) -> DeadlyDisease(x))","[positive|entailed] all v0.(SevereCancer(v0) -> DeadlyDisease(v0))
[contrastive|not_entailed] all x.(SevereCancer(x) -> -DeadlyDisease(x))","all x.(SevereCancer(x) -> DeadlyDisease(x))","recall=0.00 precision=1.00 f1=0.00 (P:0/1 C:1/1)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)"
"386","evaluated","Bile duct cancer is a severe form cancer.","∀x (BileDuctCancer(x) → SevereCancer(x))","[reconstructed from report — not raw extraction]
top_formula_case: atomic
structural_class: ground_instance
canonical_fol: SevereFormCancer(bileDuctCancer)","[positive|entailed] SevereFormCancer(bileDuctCancer)
[contrastive|not_entailed] -SevereFormCancer(bileDuctCancer)","SevereFormCancer(bileDuctCancer)","recall=0.00 precision=1.00 f1=0.00 (P:0/1 C:1/1)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)"
"386","evaluated","All Cholangiocarcinoma is bile duct cancer.","∀x (Cholangiocarcinoma(x) → BileDuctCancer(x))","[reconstructed from report — not raw extraction]
top_formula_case: quantification
structural_class: simple_universal
canonical_fol: all x.(Cholangiocarcinoma(x) -> BileDuctCancer(x))","[positive|entailed] all v0.(Cholangiocarcinoma(v0) -> BileDuctCancer(v0))
[contrastive|not_entailed] all x.(Cholangiocarcinoma(x) -> -BileDuctCancer(x))","all x.(Cholangiocarcinoma(x) -> BileDuctCancer(x))","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)"
"386","evaluated","Mild flu comes with a low survival rate.","∀x (MildFlu(x) → ¬ComeWith(x, lowSurvivalRate))","[reconstructed from report — not raw extraction]
top_formula_case: connective
structural_class: ground_instance
canonical_fol: (MildFlu(mildFlu) & ComesWith(mildFlu, lowSurvivalRate) & LowSurvivalRate(lowSurvivalRate))","[positive|entailed] (MildFlu(mildFlu) & ComesWith(mildFlu,lowSurvivalRate) & LowSurvivalRate(lowSurvivalRate))
[positive|entailed] MildFlu(mildFlu)
[positive|entailed] ComesWith(mildFlu,lowSurvivalRate)
[positive|entailed] LowSurvivalRate(lowSurvivalRate)
[contrastive|not_entailed] (-MildFlu(mildFlu) & ComesWith(mildFlu, lowSurvivalRate) & LowSurvivalRate(lowSurvivalRate))
[contrastive|not_entailed] (MildFlu(mildFlu) & -ComesWith(mildFlu, lowSurvivalRate) & LowSurvivalRate(lowSurvivalRate))
[contrastive|not_entailed] (MildFlu(mildFlu) & ComesWith(mildFlu, lowSurvivalRate) & -LowSurvivalRate(lowSurvivalRate))","(MildFlu(mildFlu) & ComesWith(mildFlu, lowSurvivalRate) & LowSurvivalRate(lowSurvivalRate))","recall=0.00 precision=1.00 f1=0.00 (P:0/4 C:3/3)","recall=1.00 precision=1.00 f1=1.00 (P:4/4 C:3/3)"
"386","evaluated","Colorectal cancer is not both a bile duct cancer and with a low survival rate.","¬(BileDuctCancer(colorectalCancer) ∧ ComeWith(colorectalCancer, lowSurvivalRate))","[reconstructed from report — not raw extraction]
top_formula_case: negation
structural_class: ground_instance
canonical_fol: -((BileDuctCancer(colorectalCancer) & LowSurvivalRate(colorectalCancer)))","[positive|entailed] -((BileDuctCancer(colorectalCancer) & LowSurvivalRate(colorectalCancer)))
[contrastive|not_entailed] -(-((BileDuctCancer(colorectalCancer) & LowSurvivalRate(colorectalCancer))))","-((BileDuctCancer(colorectalCancer) & LowSurvivalRate(colorectalCancer)))","recall=0.00 precision=1.00 f1=0.00 (P:0/1 C:1/1)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)"
"355","evaluated","All people who eat salads regularly are very conscious about their health and eating habits.","∀x (RegularlyEat(x, salad) → ConsciousAbout(x, health) ∧ ConsciousAbout(x, eatinggHabit))","[reconstructed from report — not raw extraction]
top_formula_case: quantification
structural_class: compound_restrictor_universal
canonical_fol: all x.(exists y.((Person(x) & EatRegularly(x, y) & Salad(y))) -> (ConsciousAboutHealth(x) & ConsciousAboutEatingHabits(x)))","[positive|entailed] all v0.(exists v1.((Person(v0) & EatRegularly(v0,v1) & Salad(v1))) -> (ConsciousAboutHealth(v0) & ConsciousAboutEatingHabits(v0)))
[positive|entailed] all v0.(exists v1.((Person(v0) & EatRegularly(v0,v1) & Salad(v1))) -> ConsciousAboutHealth(v0))
[positive|entailed] all v0.(exists v1.((Person(v0) & EatRegularly(v0,v1) & Salad(v1))) -> ConsciousAboutEatingHabits(v0))
[contrastive|not_entailed] all x.(exists y.((Person(x) & EatRegularly(x, y) & Salad(y))) -> (-ConsciousAboutHealth(x) & ConsciousAboutEatingHabits(x)))
[contrastive|not_entailed] all x.(exists y.((Person(x) & EatRegularly(x, y) & Salad(y))) -> (ConsciousAboutHealth(x) & -ConsciousAboutEatingHabits(x)))
[contrastive|not_entailed] all x.(exists y.((Person(x) & EatRegularly(x, y) & Salad(y))) -> -((ConsciousAboutHealth(x) & ConsciousAboutEatingHabits(x))))","all x.(exists y.((Person(x) & EatRegularly(x, y) & Salad(y))) -> (ConsciousAboutHealth(x) & ConsciousAboutEatingHabits(x)))","recall=0.00 precision=1.00 f1=0.00 (P:0/3 C:3/3)","recall=1.00 precision=1.00 f1=1.00 (P:3/3 C:3/3)"
"355","evaluated","All people who grew up in health-conscious childhood homes eat salads regularly.","∀x (GrewUpIn(x, health-consciousChildhoodHome) → RegularlyEat(x, salad))","[reconstructed from report — not raw extraction]
top_formula_case: quantification
structural_class: compound_restrictor_universal
canonical_fol: all x.(exists y.((Person(x) & GrewUpIn(x, y) & HealthConsciousChildhoodHome(y))) -> EatSaladsRegularly(x))","[positive|entailed] all v0.(exists v1.((Person(v0) & GrewUpIn(v0,v1) & HealthConsciousChildhoodHome(v1))) -> EatSaladsRegularly(v0))
[contrastive|not_entailed] all x.(exists y.((Person(x) & GrewUpIn(x, y) & HealthConsciousChildhoodHome(y))) -> -EatSaladsRegularly(x))","all x.(exists y.((Person(x) & GrewUpIn(x, y) & HealthConsciousChildhoodHome(y))) -> EatSaladsRegularly(x))","PARSE_ERROR (normalized: all x (GrewUpIn(x, health-consciousChildhoodHome) -> RegularlyEat(x, salad)))","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)"
"355","evaluated","All people who fulfill their daily nutritional intakes grew up in health-conscious childhood homes.","∀x (Fulfill(x, dailyNutritionalIntake) → GrewUpIn(x, health-consciousChildhoodHome))","[reconstructed from report — not raw extraction]
top_formula_case: quantification
structural_class: compound_restrictor_universal
canonical_fol: all x.(exists y.((Person(x) & Fulfill(x, y) & DailyNutritionalIntake(y))) -> exists z.(HealthConsciousChildhoodHome(z) & GrewUpIn(x, z)))","[positive|entailed] all v0.(exists v1.((Person(v0) & Fulfill(v0,v1) & DailyNutritionalIntake(v1))) -> exists v2.(HealthConsciousChildhoodHome(v2) & GrewUpIn(v0,v2)))
[positive|entailed] all v0.(exists v1.((Person(v0) & Fulfill(v0,v1) & DailyNutritionalIntake(v1))) -> exists v2.(HealthConsciousChildhoodHome(v2)))
[contrastive|not_entailed] all x.(exists y.((Person(x) & Fulfill(x, y) & DailyNutritionalIntake(y))) -> -(exists z.(HealthConsciousChildhoodHome(z) & GrewUpIn(x, z))))","all x.(exists y.((Person(x) & Fulfill(x, y) & DailyNutritionalIntake(y))) -> exists z.(HealthConsciousChildhoodHome(z) & GrewUpIn(x, z)))","PARSE_ERROR (normalized: all x (Fulfill(x, dailyNutritionalIntake) -> GrewUpIn(x, health-consciousChildhoodHome)))","recall=1.00 precision=1.00 f1=1.00 (P:2/2 C:1/1)"
"355","evaluated","All people who disregard their physical well-being are not very conscious about their health and eating habits.","∀x (Disregard(x, physicalWellbeing) → ¬(ConsciousAbout(x, health) ∧ ConsciousAbout(x, eatingHabit)))","[reconstructed from report — not raw extraction]
top_formula_case: quantification
structural_class: compound_restrictor_universal
canonical_fol: all x.((Person(x) & DisregardPhysicalWellBeing(x)) -> -((ConsciousAboutHealth(x) & ConsciousAboutEatingHabits(x))))","[positive|entailed] all v0.((Person(v0) & DisregardPhysicalWellBeing(v0)) -> -((ConsciousAboutHealth(v0) & ConsciousAboutEatingHabits(v0))))
[contrastive|not_entailed] all x.((Person(x) & DisregardPhysicalWellBeing(x)) -> -(-((ConsciousAboutHealth(x) & ConsciousAboutEatingHabits(x)))))","all x.((Person(x) & DisregardPhysicalWellBeing(x)) -> -((ConsciousAboutHealth(x) & ConsciousAboutEatingHabits(x))))","recall=0.00 precision=1.00 f1=0.00 (P:0/1 C:1/1)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)"
"51","evaluated","The summer Olympic games is a sporting event.","SportingEvent(olympics)","[reconstructed from report — not raw extraction]
top_formula_case: atomic
structural_class: ground_instance
canonical_fol: SportingEvent(summerOlympicGames)","[positive|entailed] SportingEvent(summerOlympicGames)
[contrastive|not_entailed] -SportingEvent(summerOlympicGames)","SportingEvent(summerOlympicGames)","recall=0.00 precision=1.00 f1=0.00 (P:0/1 C:1/1)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)"
"51","evaluated","The last summer Olympic games was in Tokyo.","LastSummerOlympics(tokyo)","[reconstructed from report — not raw extraction]
top_formula_case: atomic
structural_class: ground_instance
canonical_fol: In(lastSummerOlympicGames, tokyo)","[positive|entailed] In(lastSummerOlympicGames,tokyo)
[contrastive|not_entailed] -In(lastSummerOlympicGames, tokyo)","In(lastSummerOlympicGames, tokyo)","recall=0.00 precision=1.00 f1=0.00 (P:0/1 C:1/1)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)"
"51","evaluated","The United States won the most medals in Tokyo.","MostMedals(unitedStates, tokyo)","[reconstructed from report — not raw extraction]
top_formula_case: atomic
structural_class: ground_instance
canonical_fol: WonMostMedalsIn(unitedStates, tokyo)","[positive|entailed] WonMostMedalsIn(unitedStates,tokyo)
[contrastive|not_entailed] -WonMostMedalsIn(unitedStates, tokyo)","WonMostMedalsIn(unitedStates, tokyo)","recall=0.00 precision=1.00 f1=0.00 (P:0/1 C:1/1)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)"
"259","evaluated","All horses have hooves.","∀x (Horse(x) → ∃y ∃z (¬(y=z) ∧ Hoof(y) ∧ Hoof(z) ∧ Have(x, y) ∧ Have(x, z)))","[reconstructed from report — not raw extraction]
top_formula_case: quantification
structural_class: simple_universal
canonical_fol: all x.(Horse(x) -> HasHooves(x))","[positive|entailed] all v0.(Horse(v0) -> HasHooves(v0))
[contrastive|not_entailed] all x.(Horse(x) -> -HasHooves(x))","all x.(Horse(x) -> HasHooves(x))","recall=0.00 precision=1.00 f1=0.00 (P:0/1 C:1/1)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)"
"259","evaluated","No humans have hooves.","∀x (Human(x) → ¬(∃y ∃z (¬(y=z) ∧ Hoof(y) ∧ Hoof(z) ∧ Have(x, y) ∧ Have(x, z))))","[reconstructed from report — not raw extraction]
top_formula_case: quantification
structural_class: simple_universal
canonical_fol: all x.(Human(x) -> -HaveHooves(x))","[positive|entailed] all v0.(Human(v0) -> -HaveHooves(v0))
[contrastive|not_entailed] all x.(-Human(x) -> -HaveHooves(x))
[contrastive|not_entailed] all x.(Human(x) -> HaveHooves(x))
[contrastive|not_entailed] all x.(-HaveHooves(x))","all x.(Human(x) -> -HaveHooves(x))","recall=0.00 precision=1.00 f1=0.00 (P:0/1 C:3/3)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:3/3)"
"152","evaluated","Susan flies to LGA airport.","FlyTo(susan, lgaAirport)","[reconstructed from report — not raw extraction]
top_formula_case: atomic
structural_class: ground_instance
canonical_fol: FliesTo(susan, lgaAirport)","[positive|entailed] FliesTo(susan,lgaAirport)
[contrastive|not_entailed] -FliesTo(susan, lgaAirport)","FliesTo(susan, lgaAirport)","recall=0.00 precision=1.00 f1=0.00 (P:0/1 C:1/1)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)"
"152","evaluated","The departure and arrival can not be at the same airport.","∀x ∀y (FlyFrom(x, y) ⊕ FlyTo(x, y))","[reconstructed from report — not raw extraction]
top_formula_case: quantification
structural_class: compound_restrictor_universal
canonical_fol: all x.((DepartureAt(departure, x) & ArrivalAt(arrival, x)) -> -SameAirport(departure, arrival))","[positive|entailed] all v0.((DepartureAt(departure,v0) & ArrivalAt(arrival,v0)) -> -SameAirport(departure,arrival))
[contrastive|not_entailed] all x.((DepartureAt(departure, x) & ArrivalAt(arrival, x)) -> SameAirport(departure, arrival))","all x.((DepartureAt(departure, x) & ArrivalAt(arrival, x)) -> -SameAirport(departure, arrival))","PARSE_ERROR (normalized: all x all y (FlyFrom(x, y) FlyTo(x, y)))","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)"
"152","evaluated","John flies from LGA airport.","FlyFrom(john, lgaAirport)","[reconstructed from report — not raw extraction]
top_formula_case: atomic
structural_class: ground_instance
canonical_fol: FliesFrom(john, lgaAirport)","[positive|entailed] FliesFrom(john,lgaAirport)
[contrastive|not_entailed] -FliesFrom(john, lgaAirport)","FliesFrom(john, lgaAirport)","recall=0.00 precision=1.00 f1=0.00 (P:0/1 C:1/1)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)"
"441","evaluated","No one nice to animals is also mean to animals.","∀x (NiceTo(x, animal) → ¬MeanTo(x, animal))","[reconstructed from report — not raw extraction]
top_formula_case: quantification
structural_class: simple_universal
canonical_fol: all x.(NiceToAnimals(x) -> -MeanToAnimals(x))","[positive|entailed] all v0.(NiceToAnimals(v0) -> -MeanToAnimals(v0))
[contrastive|not_entailed] all x.(-NiceToAnimals(x) -> -MeanToAnimals(x))
[contrastive|not_entailed] all x.(NiceToAnimals(x) -> MeanToAnimals(x))
[contrastive|not_entailed] all x.(-MeanToAnimals(x))","all x.(NiceToAnimals(x) -> -MeanToAnimals(x))","recall=0.00 precision=1.00 f1=0.00 (P:0/1 C:3/3)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:3/3)"
"441","evaluated","Some grumpy people are mean to animals.","∃x (Grumpy(x) ∧ MeanTo(x, animal))","[reconstructed from report — not raw extraction]
top_formula_case: quantification
structural_class: existential_compound_nucleus
canonical_fol: exists x.((Grumpy(x) & Person(x)) & exists y.(Animal(y) & MeanTo(x, y)))","[positive|entailed] exists v0.((Grumpy(v0) & Person(v0)) & exists v1.(Animal(v1) & MeanTo(v0,v1)))
[positive|entailed] exists v0.(Grumpy(v0))
[positive|entailed] exists v0.(Person(v0))
[positive|entailed] exists v0.((Grumpy(v0) & Person(v0)) & exists v1.(Animal(v1)))
[contrastive|no_contrastives] ","exists x.((Grumpy(x) & Person(x)) & exists y.(Animal(y) & MeanTo(x, y)))","recall=0.75 precision=n/a f1=n/a (P:3/4 C:0/0)","recall=1.00 precision=n/a f1=n/a (P:4/4 C:0/0)"
"441","evaluated","All animal lovers are nice to animals.","∀x (AnimalLover(x) → NiceTo(x, animal))","[reconstructed from report — not raw extraction]
top_formula_case: quantification
structural_class: simple_universal
canonical_fol: all x.(AnimalLover(x) -> all y.(Animal(y) -> NiceTo(x, y)))","[positive|entailed] all v0.(AnimalLover(v0) -> all v1.(Animal(v1) -> NiceTo(v0,v1)))
[contrastive|not_entailed] all x.(AnimalLover(x) -> all y.(Animal(y) -> -NiceTo(x, y)))
[contrastive|not_entailed] all x.(AnimalLover(x) -> -(all y.(Animal(y) -> NiceTo(x, y))))","all x.(AnimalLover(x) -> all y.(Animal(y) -> NiceTo(x, y)))","recall=0.00 precision=1.00 f1=0.00 (P:0/1 C:2/2)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:2/2)"
"441","evaluated","All pet owners love animals.","∀x (PetOwner(x) → AnimalLover(x))","[reconstructed from report — not raw extraction]
top_formula_case: quantification
structural_class: simple_universal
canonical_fol: all x.(PetOwner(x) -> exists y.(Animal(y) & Love(x, y)))","[positive|entailed] all v0.(PetOwner(v0) -> exists v1.(Animal(v1) & Love(v0,v1)))
[positive|entailed] all v0.(PetOwner(v0) -> exists v1.(Animal(v1)))
[contrastive|not_entailed] all x.(PetOwner(x) -> -(exists y.(Animal(y) & Love(x, y))))","all x.(PetOwner(x) -> exists y.(Animal(y) & Love(x, y)))","recall=0.50 precision=1.00 f1=0.67 (P:1/2 C:1/1)","recall=1.00 precision=1.00 f1=1.00 (P:2/2 C:1/1)"
"441","evaluated","Tom is a pet owner.","PetOwner(tom)","[reconstructed from report — not raw extraction]
top_formula_case: atomic
structural_class: ground_instance
canonical_fol: PetOwner(tom)","[positive|entailed] PetOwner(tom)
[contrastive|not_entailed] -PetOwner(tom)","PetOwner(tom)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)"
"64","evaluated","A podcast is not a novel.","∀x (Podcast(x) → ¬Novel(x))","[reconstructed from report — not raw extraction]
top_formula_case: quantification
structural_class: simple_universal
canonical_fol: all x.(Podcast(x) -> -Novel(x))","[positive|entailed] all v0.(Podcast(v0) -> -Novel(v0))
[contrastive|not_entailed] all x.(-Podcast(x) -> -Novel(x))
[contrastive|not_entailed] all x.(Podcast(x) -> Novel(x))
[contrastive|not_entailed] all x.(-Novel(x))","all x.(Podcast(x) -> -Novel(x))","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:3/3)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:3/3)"
"64","evaluated","If a person is born in American City, the person is American.","∀x((∃y(BornIn(x, y) ∧ City(y) ∧ LocatedIn(y,america)) → American(x))","[reconstructed from report — not raw extraction]
top_formula_case: quantification
structural_class: simple_universal
canonical_fol: all x.((exists y.((BornIn(x, y) & AmericanCity(y)) & American(x)) -> American(x)))","[positive|entailed] all v0.((exists v1.((BornIn(v0,v1) & AmericanCity(v1)) & American(v0)) -> American(v0)))
[contrastive|not_entailed] all x.(-((exists y.((BornIn(x, y) & AmericanCity(y)) & American(x)) -> American(x))))","all x.((exists y.((BornIn(x, y) & AmericanCity(y)) & American(x)) -> American(x)))","PARSE_ERROR (normalized: all x((exists y(BornIn(x, y) & City(y) & LocatedIn(y,america)) -> American(x)))","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)"
"64","evaluated","If a book is a novel and it is written by a person, then the person is a novel writer.","∀x ∀y ((Novel(x) ∧ WrittenBy(x, y)) → WritesNovel(y))","[reconstructed from report — not raw extraction]
top_formula_case: quantification
structural_class: simple_universal
canonical_fol: all x.(Book(x) -> all y.((Novel(x) & WrittenBy(x, y) & Person(y)) -> NovelWriter(y)))","[positive|entailed] all v0.(Book(v0) -> all v1.((Novel(v0) & WrittenBy(v0,v1) & Person(v1)) -> NovelWriter(v1)))
[contrastive|not_entailed] all x.(Book(x) -> -(all y.((Novel(x) & WrittenBy(x, y) & Person(y)) -> NovelWriter(y))))","all x.(Book(x) -> all y.((Novel(x) & WrittenBy(x, y) & Person(y)) -> NovelWriter(y)))","recall=0.00 precision=1.00 f1=0.00 (P:0/1 C:1/1)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)"
"64","evaluated","Dani Shapiro is an American writer.","American(dani_Shapiro) ∧ Writer(dani_Shapiro)","[reconstructed from report — not raw extraction]
top_formula_case: atomic
structural_class: ground_instance
canonical_fol: AmericanWriter(daniShapiro)","[positive|entailed] AmericanWriter(daniShapiro)
[contrastive|not_entailed] -AmericanWriter(daniShapiro)","AmericanWriter(daniShapiro)","recall=0.00 precision=1.00 f1=0.00 (P:0/1 C:1/1)","recall=1.00 precision=1.00 f1=1.00 (P:1/1 C:1/1)"
